,BLDG/RM,COURSE,CREDIT,CRN,DAY/TIME,FROM / TO,INSTR.,SECT,STATUS,SUBJ
1956,,Judaismo,3.00,26777,,01/14/13 - 04/29/13,,10,CANCELLED,PORT
1957,1776 G 105ANDBELL 105,Basic Portuguese I,4.00,27149,MT05:00PM - 05:50PMANDWR05:00PM - 05:50PM,01/14/13 - 04/29/13,"Paulo, R",10,OPEN,PORT
1958,1776 G 107,Basic Portuguese I,4.00,27277,MTWR09:35AM - 10:25AM,01/14/13 - 04/29/13,"Taminiaux, M",11,OPEN,PORT
1959,,Basic Portuguese 2,4.00,25044,,01/14/13 - 04/29/13,,10,CANCELLED,PORT
1960,PHIL 110,Basic Portuguese 2,4.00,26688,MTWR11:10AM - 12:00PM,01/14/13 - 04/29/13,"Taminiaux, M",11,OPEN,PORT
1961,PHIL 111,Basic Portuguese 2,4.00,26689,MTWR05:00PM - 05:50PM,01/14/13 - 04/29/13,"Fernandes, J",12,OPEN,PORT
1962,1957 E 211,Intermediate Portuguese I,3.00,26924,MWF09:35AM - 10:25AM,01/14/13 - 04/29/13,"Pinto da Silva, M",10,OPEN,PORT
1963,,Intermediate Portuguese II,3.00,25045,,01/14/13 - 04/29/13,,10,CANCELLED,PORT
1964,,Intermediate Portuguese II,3.00,26690,,01/14/13 - 04/29/13,,11,CANCELLED,PORT
1965,GOV 102,Applied Portuguese Grammar,3.00,27148,MWF09:35AM - 10:25AM,01/14/13 - 04/29/13,"Levi, J",10,OPEN,PORT
1966,MON 352,Accelerated Portuguese,3.00,26691,MTWR12:45PM - 01:35PM,01/14/13 - 04/29/13,"Levi, J",10,OPEN,PORT
1967,,The Lusophone Atlantic World,3.00,26692,,01/14/13 - 04/29/13,,10,CANCELLED,PORT
1968,PHIL 509,The Lusophone Atlantic World,3.00,27307,M02:20PM - 04:50PM,01/14/13 - 04/29/13,"Levi, J",11,OPEN,PORT
1969,,Independent Study,1.00 TO   3.00,26693,,01/14/13 - 04/29/13,"Levi, J",10,OPEN,PORT
1970,SEE DEPT,Sci Computation & Modeling,3.00,26200,R05:30PM - 08:30PM,01/14/13 - 04/29/13,"MacLachlan, G",MB,OPEN,PSMB
1971,DUQUES 653,CommercializaBioSci&BioTech;,2.00,23536,W05:10PM - 07:00PM,01/14/13 - 04/29/13,"Donnelly, R",MB,OPEN,PSMB
1972,,Capstone Project,1.00,23370,,01/14/13 - 04/29/13,"Hooshangi, S",MB,OPEN,PSMB
1973,OM 101,Psychological Assessment,3.00,21135,W04:00PM - 05:50PM,01/14/13 - 04/29/13,"Hedlund, S",10,OPEN,PSYD
1974,OM 102,Discussion,0.00,23780,M12:00PM - 01:50PM,01/14/13 - 04/29/13,"Gedo, P",31,OPEN,PSYD
1975,OM 109,Discussion,0.00,23781,F10:00AM - 11:50AM,01/14/13 - 04/29/13,"Gedo, P",32,CLOSED,PSYD
1976,OM 109,Second Year Psychotherapy,1.00,21218,W12:00PM - 01:50PM,01/14/13 - 04/29/13,"Aleshina, Y",10,CLOSED,PSYD
1977,OM 102,Second Year Psychotherapy,1.00,21256,T10:00AM - 11:50AM,01/14/13 - 04/29/13,"Hansell, J",11,CLOSED,PSYD
1978,SEE DEPT,Second Year Psychotherapy,1.00,21219,W12:00PM - 01:50PM,01/14/13 - 04/29/13,"Snejnevski, P",12,OPEN,PSYD
1979,OM 102,Third Year Psychotherapy,1.00,21264,M10:00AM - 11:50AM,01/14/13 - 04/29/13,"Ruth, R",13,CLOSED,PSYD
1980,OM 102,Third Year Psychotherapy,1.00,21265,T12:00PM - 01:50PM,01/14/13 - 04/29/13,"Gump, L",14,CLOSED,PSYD
1981,OM 102,Third Year Psychotherapy,1.00,21266,M02:00PM - 03:50PM,01/14/13 - 04/29/13,"Gedo, P",15,CLOSED,PSYD
1982,OM 109,Practicum-Research,1.00,22437,M10:00AM - 11:50AM,01/14/13 - 04/29/13,"Marmarosh, C",16,OPEN,PSYD
1983,OM 109,Practicum-Supervision,1.00,22438,M12:00PM - 01:50PM,01/14/13 - 04/29/13,"Snejnevski, P",17,OPEN,PSYD
1984,OM 109,Second Year Assessment,1.00,24195,T12:00PM - 01:50PM,01/14/13 - 04/29/13,"Babcock, J",18,OPEN,PSYD
1985,OM 109,Second Year Assessment,1.00,24196,W04:00PM - 05:50PM,01/14/13 - 04/29/13,"Moon, A",19,OPEN,PSYD
1986,OM 102,Second Year Assessment,1.00,24197,W12:00PM - 01:50PM,01/14/13 - 04/29/13,"Moon, A",20,OPEN,PSYD
1987,SEE DEPT,Third Year Psychotherapy,1.00,25271,M10:00AM - 11:50AM,01/14/13 - 04/29/13,"Klosson, E",21,CLOSED,PSYD
1988,OM 101,Group & Organizational Dynamcs,3.00,26392,R04:00PM - 05:50PM,01/14/13 - 04/29/13,"Hedlund, S",10,OPEN,PSYD
1989,OM 101,Statistics & Research Design,3.00,23593,R10:00AM - 11:50AM,01/14/13 - 04/29/13,"Keller, D",10,OPEN,PSYD
1990,OM 101,Psychodynamic Psychotherapy,3.00,27138,W12:00PM - 01:50PM,01/14/13 - 04/29/13,"Hansell, J; King, D",10,CLOSED,PSYD
1991,OM 101,Discussion,0.00,27139,W02:00PM - 02:50PM,01/14/13 - 04/29/13,"Hansell, J; King, D",30,CLOSED,PSYD
1992,OM 101,Discussion,0.00,27140,W03:00PM - 03:50PM,01/14/13 - 04/29/13,"King, D; Hansell, J",31,CLOSED,PSYD
1993,OM 101,Behavioral-Cognitive Therapies,3.00,23594,W10:00AM - 11:50AM,01/14/13 - 04/29/13,"Viola, J",10,OPEN,PSYD
1994,OM 102,Discussion,0.00,23922,W03:00PM - 03:50PM,01/14/13 - 04/29/13,"Holl, C",30,OPEN,PSYD
1995,OM 102,Discussion,0.00,23923,W02:00PM - 02:50PM,01/14/13 - 04/29/13,"Holl, C",31,CLOSED,PSYD
1996,OM 101,Theories of Mind II,3.00,21220,M10:00AM - 11:50AM,01/14/13 - 04/29/13,"Gedo, P",10,OPEN,PSYD
1997,OM 101,History & Systems-Clinical Psy,3.00,22211,F10:00AM - 11:50AM,01/14/13 - 04/29/13,"Ruth, R",10,OPEN,PSYD
1998,OM 101,Group Psychotherapy,3.00,23433,T02:00PM - 03:50PM,01/14/13 - 04/29/13,"Marmarosh, C",10,OPEN,PSYD
1999,FNGR 207,General Psychology,3.00,21942,MW04:45PM - 06:00PM,01/14/13 - 04/29/13,"Benbassat, D",10,OPEN,PSYC
2000,FNGR 207,General Psychology,3.00,20887,TR03:45PM - 05:00PM,01/14/13 - 04/29/13,"Perez Rivera, M",11,OPEN,PSYC
2001,DUQUES 151,General Psychology,3.00,20455,TR08:00AM - 09:15AM,01/14/13 - 04/29/13,"Gomez-Serrano, M",12,OPEN,PSYC
2002,DUQUES 151,General Psychology,3.00,23943,TR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Gomez-Serrano, M",13,WAITLIST,PSYC
2003,AMES B117,General Psychology,3.00,21300,TR06:10PM - 07:25PM,01/14/13 - 04/29/13,"Davis-Takacs, C",MV,OPEN,PSYC
2004,AMES B205,General Psychology,3.00,20456,MW01:00PM - 02:15PM,01/14/13 - 04/29/13,"Schell, D",MV1,OPEN,PSYC
2005,FNGR 220,Abnormal Psychology,3.00,20562,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Woodruff, P",10,WAITLIST,PSYC
2006,1957 E B17,Abnormal Psychology,3.00,21120,TR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Le, H",11,OPEN,PSYC
2007,FNGR 220,Abnormal Psychology,3.00,20563,TR08:00AM - 09:15AM,01/14/13 - 04/29/13,"Aalai, A",12,OPEN,PSYC
2008,ACAD 101,Abnormal Psychology,3.00,22092,MW10:00AM - 11:15AM,01/14/13 - 04/29/13,"Schell, D",MV,OPEN,PSYC
2009,FNGR 207,Social Psychology,3.00,22162,TR02:20PM - 03:35PM,01/14/13 - 04/29/13,"Forssell, S",10,OPEN,PSYC
2010,FNGR 207,Social Psychology,3.00,21943,TR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Duval, L",11,WAITLIST,PSYC
2011,FNGR 207,Social Psychology,3.00,22299,MW08:00AM - 09:15AM,01/14/13 - 04/29/13,"Aalai, A",12,OPEN,PSYC
2012,MPA 309,Developmental Psychology,3.00,20564,TR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Perez Rivera, M",10,OPEN,PSYC
2013,FNGR 208,Developmental Psychology,3.00,20565,MW12:45PM - 02:00PM,01/14/13 - 04/29/13,"Gee, C",11,OPEN,PSYC
2014,FNGR 207,Developmental Psychology,3.00,21944,MW02:20PM - 03:35PM,01/14/13 - 04/29/13,"Colyn, L",12,OPEN,PSYC
2015,FNGR 207,Cognitive Psychology,3.00,22893,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Seaman, K",10,WAITLIST,PSYC
2016,FNGR 207,Biological Psychology,3.00,22536,TR08:00AM - 09:15AM,01/14/13 - 04/29/13,"Nassif, T",10,WAITLIST,PSYC
2017,FNGR 223,Biological Psychology,3.00,26389,MW02:20PM - 03:35PM,01/14/13 - 04/29/13,"Wu, G",11,OPEN,PSYC
2018,1776 G 143,Research Methods-Psychology,3.00,21367,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Zucker, A",10,WAITLIST,PSYC
2019,ROSS 229,Intro/Pub Health & Health Svcs,3.00,22355,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Mauery, D",10,CLOSED,PUBH
2020,ROSS 224,Intro/Pub Health & Health Svcs,3.00,24561,MW04:45PM - 06:00PM,01/14/13 - 04/29/13,"Henry, T",11,CLOSED,PUBH
2021,ROSS 224,Intro/Pub Health & Health Svcs,3.00,27351,TR02:30PM - 03:45PM,01/14/13 - 04/29/13,"Andrade, E",12,CLOSED,PUBH
2022,ROSS 105,History of Public Health,3.00,23921,TR09:30AM - 10:50AM,01/14/13 - 04/29/13,"Mandefro, M",10,OPEN,PUBH
2023,ROSS 643,Public Health Biology,3.00,22161,TR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Battle, C",10,OPEN,PUBH
2024,ROSS 224,Intro to Preventive Medicine,3.00,23052,W12:45PM - 03:15PM,01/14/13 - 04/29/13,"Schroth, W; Moore, B",11,CLOSED,PUBH
2025,ROSS 104,Srvc Learning in Public Health,3.00,23100,W09:45AM - 12:15PM,01/14/13 - 04/29/13,"Wilensky, S",10,OPEN,PUBH
2026,ROSS 224,Health Svcs Mgt & Economics,3.00,23451,MW09:35AM - 10:50AM,01/14/13 - 04/29/13,"Anderson, D",10,OPEN,PUBH
2027,ROSS 105,Epidmlogy:Msrng Health/Disease,3.00,22055,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Ulfers, M",10,CLOSED,PUBH
2028,ROSS,Health and Environment,3.00,22148,TR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Hunting, K",10,CLOSED,PUBH
2029,ROSS 224,Global Health & Development,3.00,22641,TR04:10PM - 05:25PM,01/14/13 - 04/29/13,"Gamble-Payne, K",10,OPEN,PUBH
2030,ROSS 229,Global Health & Development,3.00,22168,TR12:45PM - 02:00PM,01/14/13 - 04/29/13,"Barbiero, V",11,CLOSED,PUBH
2031,ROSS 116,Global Health & Development,3.00,23927,MW12:45PM - 02:00PM,01/14/13 - 04/29/13,"Waldman, R",12,OPEN,PUBH
2032,ROSS 643,Health Policy,3.00,23452,MW03:45PM - 05:00PM,01/14/13 - 04/29/13,"Espinosa, J",10,OPEN,PUBH
2033,ROSS 229,Health Law,3.00,25751,W12:45PM - 03:15PM,01/14/13 - 04/29/13,"Teitelbaum, J",10,OPEN,PUBH
2034,ROSS 116,Current Issues in Bioethics,3.00,27352,T12:45PM - 03:15PM,01/14/13 - 04/29/13,"Goldstein, M; Tschudi, P",12,OPEN,PUBH
2035,ROSS 116A,Sustainable Energy&Enviromnt;,3.00,25752,M10:10AM - 12:30PM,01/14/13 - 04/29/13,"LaPuma, P; Altassan, K",10,OPEN,PUBH
2036,ROSS 114,Global Nutrition,3.00,25753,R12:45PM - 03:15PM,01/14/13 - 04/29/13,"Colon-Ramos, U",11,OPEN,PUBH
2037,SEE DEPT,Senior Seminar,3.00,23094,M12:45PM - 03:15PM,01/14/13 - 04/29/13,"Katz, R; Elrod, S",10,CLOSED,PUBH
2038,,Independent Study,3.00,22163,,01/14/13 - 04/29/13,,10,OPEN,PUBH
2039,MPA 302,ConstitutionalLawForThe21stCen,3.00,25772,MW02:20PM - 03:35PM,01/14/13 - 04/29/13,"Kasle, J",10,OPEN,PPPA
2040,MPA 305,Justice & the Legal System II,3.00,25436,TR12:45PM - 02:00PM,01/14/13 - 04/29/13,"Kasle, J",10,OPEN,PPPA
2041,MON 113,Executive Branch Politics,3.00,24756,MW12:45PM - 02:00PM,01/14/13 - 04/29/13,"Collins, C",10,OPEN,PPPA
2042,MPA 309,Executive Branch Politics,3.00,24757,MW08:00AM - 09:15AM,01/14/13 - 04/29/13,"Collins, C",80,CLOSED,PPPA
2043,MPA 309,Executive Branch Politics,3.00,21582,MW08:00AM - 09:15AM,01/14/13 - 04/29/13,"Collins, C",80,CLOSED,"PSC
"
2044,MON 352,Research Methods/Applied Stat,3.00,24758,W06:10PM - 08:00PM,01/14/13 - 04/29/13,"Carrigan, C",10,OPEN,PPPA
2045,ROME B104,Laboratory,0.00,24760,W08:10PM - 10:00PM,01/14/13 - 04/29/13,,30,OPEN,PPPA
2046,MON 353,Research Methods/Applied Stat,3.00,24759,T06:10PM - 08:00PM,01/14/13 - 04/29/13,"Carrigan, C",11,OPEN,PPPA
2047,ROME B104,Laboratory,0.00,24761,T08:10PM - 10:00PM,01/14/13 - 04/29/13,,31,OPEN,PPPA
2048,MON 115,"Public Budgeting, Rev. & Expd.",3.00,24762,M06:10PM - 10:00PM,01/14/13 - 04/29/13,"Merrell, M",10,CLOSED,PPPA
2049,MON 352ANDMON 352,"Public Budgeting, Rev. & Expd.",3.00,24763,T06:10PM - 08:00PMANDT09:00PM - 10:00PM,01/14/13 - 04/29/13,"Kasdin, S",11,OPEN,PPPA
2050,1957 E 316,"Public Budgeting, Rev. & Expd.",3.00,24764,W03:30PM - 06:00PM,01/14/13 - 04/29/13,"Kasdin, S",12,OPEN,PPPA
2051,MPA 601Z,Policy Analysis,3.00,24768,W11:10AM - 01:00PM,01/14/13 - 04/29/13,"Infeld, D",10,CLOSED,PPPA
2052,MPA 310,Policy Analysis,3.00,24769,M06:10PM - 08:00PM,01/14/13 - 04/29/13,"Linquiti, P",11,OPEN,PPPA
2053,,Policy Analysis,3.00,25574,,01/14/13 - 04/29/13,,12,CANCELLED,PPPA
2054,MON 250,MPA Capstone,3.00,24770,T06:10PM - 08:00PM,01/14/13 - 04/29/13,"Augustine, N",10,OPEN,PPPA
2055,MPA 309,MPA Capstone,3.00,24771,M06:10PM - 08:00PM,01/14/13 - 04/29/13,"Eyster, L",11,OPEN,PPPA
2056,GOV 102,MPA Capstone,3.00,24772,R06:10PM - 08:00PM,01/14/13 - 04/29/13,"Augustine, N",12,OPEN,PPPA
2057,MON 250,Politics & The Policy Process,3.00,24773,M06:10PM - 08:00PM,01/14/13 - 04/29/13,"Harmon, M",10,OPEN,PPPA
2058,OM 312,Econometrics - Policy Rsch I,3.00,24774,T06:10PM - 10:00PM,01/14/13 - 04/29/13,"Conger, D",10,CLOSED,PPPA
2059,ROME B104,Laboratory,0.00,26669,R08:10PM - 10:00PM,01/14/13 - 04/29/13,,30,CLOSED,PPPA
2060,GELM B04,Econometrics - Policy Rsch I,3.00,24775,W03:30PM - 06:00PM,01/14/13 - 04/29/13,"Conger, D",11,CLOSED,PPPA
2061,ROME B104,Laboratory,0.00,26670,F03:30PM - 06:00PM,01/14/13 - 04/29/13,,31,CLOSED,PPPA
2062,MPA 305,Economics in Policy Analysis,3.00,24776,T03:30PM - 06:00PM,01/14/13 - 04/29/13,"Brock, G",10,OPEN,PPPA
2063,GOV 104,Economics in Policy Analysis,3.00,24777,W07:10PM - 09:40PM,01/14/13 - 04/29/13,"Roberts, B",11,OPEN,PPPA
2064,,Mysticism-East and West,3.00,26531,,01/14/13 - 04/29/13,,80,CANCELLED,"REL
"
2065,FNGR 108,Intro to World Religions: West,3.00,20470,MW04:45PM - 06:00PM,01/14/13 - 04/29/13,"Houghtby-Haddon, N",10,CLOSED,"REL
"
2066,BELL 108,Intro to World Religions: East,3.00,21095,MW04:45PM - 06:00PM,01/14/13 - 04/29/13,"Hebbar, B",10,OPEN,"REL
"
2067,MPA 309,Intro to World Religions: East,3.00,20471,TR04:45PM - 06:00PM,01/14/13 - 04/29/13,"Reddy, P",11,CLOSED,"REL
"
2068,BELL 108,The Hebrew Scriptures,3.00,24270,TR12:45PM - 02:00PM,01/14/13 - 04/29/13,"Langner, G",10,OPEN,"REL
"
2069,COR 111,The New Testament,3.00,23565,TR02:20PM - 03:35PM,01/14/13 - 04/29/13,"Hostetter, E",10,OPEN,"REL
"
2070,1957 E 214,The New Testament,3.00,26533,WF09:35AM - 10:50AM,01/14/13 - 04/29/13,"Duff, P",11,OPEN,"REL
"
2071,DUQUES 250,Politics in the Hebrew Bible,3.00,23566,MW12:45PM - 02:00PM,01/14/13 - 04/29/13,"Ticktin, M",10,OPEN,"REL
"
2072,DUQUES 360,Bk of Rev & Other Apocalypses,3.00,26534,WF11:10AM - 12:25PM,01/14/13 - 04/29/13,"Duff, P",10,OPEN,"REL
"
2073,DUQUES 250,Rabbinic Thought & Literature,3.00,23073,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Eisen, R",10,OPEN,"REL
"
2074,PHIL 110,Christianity in Modern World,3.00,26535,MW12:45PM - 02:00PM,01/14/13 - 04/29/13,"Wallace, D",10,OPEN,"REL
"
2075,MPA 310,Islamic Philosophy & Theology,3.00,26536,TR03:45PM - 05:00PM,01/14/13 - 04/29/13,"Faghfoory, M; Nasr, S",10,OPEN,"REL
"
2076,AMES B105,Buddhist Philosophy,3.00,26537,WF04:10PM - 05:25PM,01/14/13 - 04/29/13,"Aviv, E",M80,OPEN,"REL
"
2077,AMES B105,Buddhist Philosophy,3.00,27396,WF04:10PM - 05:25PM,01/14/13 - 04/29/13,"Aviv, E",M80,OPEN,PHIL
2078,FNGR 220,Religion in Contemporary Amer,3.00,26538,WF09:35AM - 10:50AM,01/14/13 - 04/29/13,"Wallace, D",10,OPEN,"REL
"
2079,1776 G 143,ConfucianLiteratureinEastAsia,3.00,26539,TR02:20PM - 03:35PM,01/14/13 - 04/29/13,"Kang, X",80,CLOSED,"REL
"
2080,1776 G 143,ConfucianLiteratureinEastAsia,3.00,26286,TR02:20PM - 03:35PM,01/14/13 - 04/29/13,"Kang, X",80,CLOSED,EALL
2081,OM 305,Islam & Hinduism in South Asia,3.00,26540,TR02:20PM - 03:35PM,01/14/13 - 04/29/13,"Pemberton, K",10,OPEN,"REL
"
2082,1957 E 314,Peace/Violence:JwshChristnMslm,3.00,25340,MW12:45PM - 02:00PM,01/14/13 - 04/29/13,"Eisen, R",10,OPEN,"REL
"
2083,BELL 105,Doctrine&DebateInWorldRel;,3.00,26541,M07:10PM - 09:40PM,01/14/13 - 04/29/13,"Hebbar, B",10,OPEN,"REL
"
2084,1957 E 214,Psych Study of Spirituality,3.00,21941,TR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Schell, D",80,OPEN,"REL
"
2085,1957 E 214,Psych Study of Spirituality,3.00,21945,TR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Schell, D",80,OPEN,PSYC
2086,FNGR 221,The Goddess in India & Beyond,3.00,26542,WF09:35AM - 10:50AM,01/14/13 - 04/29/13,"Hiltebeitel, A",10,OPEN,"REL
"
2087,PHIL 108ANDPHIL 416,PSYC superbow 2/3,0.00,28330,U03:00PM - 11:00PMANDU03:00PM - 11:00PM,02/03/13 - 02/03/13,,261,CLOSED,RESV
2088,ACAD 303,IAFF 1005 Make-up Exam,0.00,28987,F02:30PM - 03:30PM,03/22/13 - 03/22/13,,M47,CLOSED,RESV
2089,,Continuing Research - Masters,1.00,21340,,01/14/13 - 04/29/13,,10,OPEN,PHHS
2090,,Continuing Research - Masters,1.00,21293,,01/14/13 - 04/29/13,,CE,OPEN,SEAS
2091,,Continuing Research - Masters,1.00,21322,,01/14/13 - 04/29/13,,CS,OPEN,SEAS
2092,,Continuing Research - Masters,1.00,21323,,01/14/13 - 04/29/13,,ECE,OPEN,SEAS
2093,,Continuing Research - Masters,1.00,21335,,01/14/13 - 04/29/13,,EM,OPEN,SEAS
2094,,Continuing Research - Masters,1.00,21294,,01/14/13 - 04/29/13,,ME,OPEN,SEAS
2095,,Examination Preparation,0.00,21295,,01/14/13 - 04/29/13,,CE,OPEN,SEAS
2096,,Examination Preparation,0.00,21324,,01/14/13 - 04/29/13,,CS,OPEN,SEAS
2097,,Examination Preparation,0.00,21325,,01/14/13 - 04/29/13,,ECE,OPEN,SEAS
2098,,Examination Preparation,0.00,21433,,01/14/13 - 04/29/13,,EM,OPEN,SEAS
2099,,Examination Preparation,0.00,21296,,01/14/13 - 04/29/13,,ME,OPEN,SEAS
2100,,Continuing Research - Doctoral,1.00,21291,,01/14/13 - 04/29/13,,CE,OPEN,SEAS
2101,,Continuing Research - Doctoral,1.00,21326,,01/14/13 - 04/29/13,,CS,OPEN,SEAS
2102,,Continuing Research - Doctoral,1.00,21327,,01/14/13 - 04/29/13,,ECE,OPEN,SEAS
2103,,Continuing Research - Doctoral,1.00,21318,,01/14/13 - 04/29/13,,EM,OPEN,SEAS
2104,,Continuing Research - Doctoral,1.00,21292,,01/14/13 - 04/29/13,,ME,OPEN,SEAS
2105,MPA 306,Hollywood and Politics,3.00,26699,MW03:30PM - 05:45PM,01/14/13 - 04/29/13,"Phalen, P",10,CLOSED,SMPA
2106,MPA B07,Media in a Free Society,3.00,21123,MW11:10AM - 12:25PM,01/14/13 - 04/29/13,"Phalen, P",10,OPEN,SMPA
2107,SEE DEPT,Forensics Practice,1.00,21550,,01/14/13 - 04/29/13,"Huebner, L",10,OPEN,SMPA
2108,GOV 104ANDDUQUES 251,Journalism: Theory & Practice,3.00,22546,M02:20PM - 03:35PMANDW02:20PM - 03:35PM,01/14/13 - 04/29/13,"Layser, N",10,CLOSED,SMPA
2109,MPA 306,IntrotoPoliticalCommunication,3.00,22547,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Hindman, M",10,CLOSED,SMPA
2110,GELM B02ANDMON 352,IntrotoPoliticalCommunication,3.00,22548,T02:20PM - 03:35PMANDR02:20PM - 03:35PM,01/14/13 - 04/29/13,"Hindman, M",11,OPEN,SMPA
2111,MPA B01,Intro to NewsWriting&Reporting;,3.00,22569,TR08:00AM - 09:15AM,01/14/13 - 04/29/13,"Lipman, L",10,CLOSED,SMPA
2112,,Intro to NewsWriting&Reporting;,3.00,22731,,01/14/13 - 04/29/13,,11,CANCELLED,SMPA
2113,MPA B01,Intro to NewsWriting&Reporting;,3.00,22570,MW08:00AM - 09:15AM,01/14/13 - 04/29/13,"Poinski, M",12,CLOSED,SMPA
2114,MPA B01,Intro to NewsWriting&Reporting;,3.00,22571,TR05:15PM - 06:30PM,01/14/13 - 04/29/13,"Doyle, M",13,CLOSED,SMPA
2115,MPA B01,Intro to NewsWriting&Reporting;,3.00,22977,MW09:35AM - 10:50AM,01/14/13 - 04/29/13,"McGough, M",14,CLOSED,SMPA
2116,MPA B01,Intro to NewsWriting&Reporting;,3.00,23255,TR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Sher, R",15,CLOSED,SMPA
2117,MPA B01,Intro to NewsWriting&Reporting;,3.00,23530,TR02:20PM - 03:35PM,01/14/13 - 04/29/13,"Richards, C",16,CLOSED,SMPA
2118,MPA B01ANDMPA B01,Advanced News Reporting,4.00,23569,M02:20PM - 03:35PMANDW02:20PM - 04:35PM,01/14/13 - 04/29/13,"May, A",10,OPEN,SMPA
2119,MON B32,Intro to Digital Media Prductn,3.00,22558,T11:10AM - 01:00PM,01/14/13 - 04/29/13,"Osder, J",10,OPEN,SMPA
2120,MPA 510,Discussion,0.00,23800,R09:35AM - 10:50AM,01/14/13 - 04/29/13,"Osder, J",30,OPEN,SMPA
2121,MPA 510,Discussion,0.00,23801,R11:10AM - 12:25PM,01/14/13 - 04/29/13,"Osder, J",31,CLOSED,SMPA
2122,MPA 510,Discussion,0.00,23802,R12:45PM - 02:00PM,01/14/13 - 04/29/13,"Osder, J",32,OPEN,SMPA
2123,MPA 307,Public Opinion,3.00,25383,TR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Kalmoe, N",10,CLOSED,SMPA
2124,MPA 307,Research Methods,3.00,21124,MW09:35AM - 10:50AM,01/14/13 - 04/29/13,"Jones, A",10,OPEN,SMPA
2125,MPA 307,Research Methods,3.00,22976,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Harvey, L",11,CLOSED,SMPA
2126,MPA B01,Research Methods,3.00,23450,TR06:45PM - 08:00PM,01/14/13 - 04/29/13,"Hindman, M",12,OPEN,SMPA
2127,MPA 525,Media Law,3.00,22979,T09:00AM - 11:15AM,01/14/13 - 04/29/13,"Jones, S",10,OPEN,SMPA
2128,PHIL 108ANDFNGR 208,First-Year Russian 2,4.00,20476,MWR09:35AM - 10:25AMANDT02:20PM - 03:10PM,01/14/13 - 04/29/13,"Shatalina, G; Robin, R",10,OPEN,SLAV
2129,PHIL 110ANDFNGR 208,First-Year Russian 2,4.00,20477,MWR02:20PM - 03:10PMANDT02:20PM - 03:10PM,01/14/13 - 04/29/13,"Robin, R; Valente, D",11,CLOSED,SLAV
2130,,First-Year Russian 2,4.00,20855,,01/14/13 - 04/29/13,,12,CANCELLED,SLAV
2131,PHIL 108,Second-Year Russian 2,4.00,20478,MTWR11:10AM - 12:00PM,01/14/13 - 04/29/13,"Robin, R; Shatalina, G",10,OPEN,SLAV
2132,PHIL 109,Second-Year Russian 2,4.00,20479,MTWR03:55PM - 04:45PM,01/14/13 - 04/29/13,"Robin, R; Valente, D",11,OPEN,SLAV
2133,,Russian for Heritage Speakers,3.00,26694,,01/14/13 - 04/29/13,,10,CANCELLED,SLAV
2134,COR 111,Russian for Heritage Speakers,3.00,27279,MW04:45PM - 06:00PM,01/14/13 - 04/29/13,"Pavlovskaya, S",10,OPEN,SLAV
2135,PHIL 509,Intensive Basic Russian,8.00,20480,MTWR09:00AM - 11:00AM,01/14/13 - 04/29/13,"Ovtcharenko, E; Robin, R",10,OPEN,SLAV
2136,PHIL 416,Intro to Russian Literature,3.00,20482,TR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Rollberg, P",10,OPEN,SLAV
2137,MON 114ANDMON 250,Intermediate Russian,5.00,20481,MTWF12:45PM - 01:35PMANDR12:45PM - 01:35PM,01/14/13 - 04/29/13,"Shatalina, G; Michael, L",10,OPEN,SLAV
2138,MON 110ANDMON 351,Intermediate Russian,5.00,24689,MWF12:45PM - 01:35PMANDTR12:45PM - 01:35PM,01/14/13 - 04/29/13,"Cowen, N; Kindzelski, T; Shatalina, G",11,OPEN,SLAV
2139,ROME 202,Russia Today:Tpc-Advcd Russian,3.00,20484,MW04:45PM - 06:00PM,01/14/13 - 04/29/13,"Prokhvacheva, O",10,OPEN,SLAV
2140,PHIL 417,Readings in the Russian Press,3.00,20483,TR03:45PM - 05:00PM,01/14/13 - 04/29/13,"Michael, L",10,OPEN,SLAV
2141,PHIL 108,Russian Culture from 1825,3.00,20485,R05:10PM - 07:00PM,01/14/13 - 04/29/13,"Rappoport, P",10,OPEN,SLAV
2142,PHIL 509,Russian Lit-WW 2 to Present,3.00,25408,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Gresta, E",10,CLOSED,SLAV
